id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
425639,House with garden,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40864,2.14557,Entire home/apt,355,2,59,2019-10-16,0.96,1,334,5,HUTB-007016
432482,PENTHOUSE PANORAMIC VIEW,898600,Andre,Eixample,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,150,1,247,2021-08-21,2.58,2,124,8,HUTB-005602
437886,Centric Apartment in Barcelona 2,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39202,2.17246,Private room,36,2,246,2019-07-19,2.42,2,0,0,
438102,Nice quiet room close to S. Familia,2176121,Rosa María,Eixample,el Fort Pienc,41.39829,2.1812,Private room,50,3,116,2019-06-19,1.02,2,345,0,
438123,"Apartamento ""Sagrada Familia"" for 4-9 people",189396844,Alex,Horta-Guinardó,el Baix Guinardó,41.40999,2.17058,Entire home/apt,135,2,59,2021-03-21,0.79,1,348,4,HUTB-042870
439057,"Paseo de Gracia - Diagonal, 120 m2",2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,130,2,267,2021-08-13,2.57,1,340,6,HUTB-012497
440427,Just Next to Sagrada Familia!!!,2041901,Dani,Eixample,la Sagrada Família,41.40332,2.17615,Entire home/apt,109,3,93,2020-01-07,1.07,11,327,5,HUTB-001132
440840,Cozy room for 3 in city center (Room #2),1457147,Piero,Ciutat Vella,el Raval,41.37998,2.1714,Private room,39,32,110,2019-09-29,1.07,2,215,3,
440841,Cozy room for 2 in city center (Room #3),1457147,Piero,Ciutat Vella,el Raval,41.37844,2.17149,Private room,39,32,92,2019-09-25,1.22,2,247,2,
443110,New apartment center BCN,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38921,2.15195,Entire home/apt,200,5,40,2019-04-21,0.37,14,350,1,0168028-0
443222,2-bedroom Bright and Classic Sagrada Familia Flat,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,105,3,109,2021-08-04,1.41,11,116,9,HUTB-002983
446665,Double and Lovely room in Barcelona.,2218343,Elvira,Sants-Montjuïc,la Font de la Guatlla,41.3684,2.14075,Private room,50,32,53,2019-09-22,0.51,2,87,0,
449854,Center location. Magic terrace. 360º views,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,145,3,137,2020-07-24,1.64,4,145,7,HUTB-002370
451758,"Bright, elegant loft in center town",1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,129,3,127,2021-09-05,1.28,4,139,6,HUTB-003091
456333,DOUBLE ROOM with WIFI,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,28,1,43,2017-10-23,0.39,1,0,0,
457195,Bright Family Apartment Close to Passeig de Gràcia,1405013,Trove,Eixample,la Dreta de l'Eixample,41.3919491954664,2.171399286496494,Entire home/apt,179,1,22,2021-08-21,0.39,12,307,7,HUTB-004073
462062,Cerca de Plaza España.,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.37856,2.15194,Private room,35,3,113,2021-09-04,1.31,2,47,9,
462118,NEXT TO CATHEDRAL 1,2262273,Rosa,Ciutat Vella,el Barri Gòtic,41.38379,2.17888,Entire home/apt,138,32,30,2016-01-10,0.30,23,365,0,
462557,Large room and light. balcony (red),2298462,Juan Carlos,Eixample,Sant Antoni,41.38314,2.16195,Private room,33,2,67,2019-07-23,0.91,1,9,0,Exempt
469177,Cozy Spacius apartment in Paralel for 8,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,131,3,201,2020-03-03,1.91,34,85,2,HUTB-002619
469710,Loft bohemio muy  cerca de PASEO  DE GRACIA,1995385,Ana,Eixample,la Dreta de l'Eixample,41.39587,2.16983,Entire home/apt,79,2,68,2021-09-04,0.78,3,163,12,HUTB-000381
472062,close to Paseo de Gracia.,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,155,5,38,2021-06-17,0.55,5,336,4,HUTB-213958
473395,Walking distance to Paseo de Gracia,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,195,5,50,2020-02-26,0.67,5,146,0,HUTB-368708
473459,GALA - Between Gracia and Sant Gervasi,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.15304,Entire home/apt,164,3,27,2021-07-30,0.41,5,88,6,HUTB-025983
474669,Confort Apartment 2 Bedrooms WIFI,2353086,Oscar,Sants-Montjuïc,Sants,41.37978,2.12977,Entire home/apt,105,3,68,2021-09-07,0.78,1,334,7,HUTB-001039
475786,Room to rent in beautiful apartment,2358821,Anna Micaela,Gràcia,Vallcarca i els Penitents,41.40977,2.14839,Private room,79,7,0,,,1,365,0,
477256,lightful apartment in poblenou',2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40248,2.19668,Private room,30,2,205,2018-06-28,1.95,2,332,12,
478173,"Penthouse in Barcelona, Sun terrace",1724144,Promociones Andreo SL,Sants-Montjuïc,Hostafrancs,41.37197,2.14387,Entire home/apt,360,3,49,2019-05-27,0.44,1,360,0,HUTB-005568
480975,Cozy loft with a big terrace!,2272146,Javi,Sants-Montjuïc,el Poble Sec,41.37227,2.16574,Private room,50,1,0,,,1,0,0,
481739,The Gaudi Suites II,2320210,"Ale, Maria & Arthur",Eixample,la Dreta de l'Eixample,41.39776,2.16499,Entire home/apt,113,1,26,2021-06-19,0.72,33,159,3,HUTB-001080
485011,A Super unique/charming/hip room!,2400841,Skye,Eixample,el Fort Pienc,41.3929,2.17887,Private room,58,2,86,2019-10-14,0.94,2,38,0,HUTB-006935
490517,The Sagrada Penthouse,2320210,"Ale, Maria & Arthur",Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40385,2.1691,Entire home/apt,112,1,30,2019-09-25,0.63,33,161,1,HUTB-003522
490803,Plaza Sagrada Familia apartment,2320210,"Ale, Maria & Arthur",Eixample,la Sagrada Família,41.40347,2.17157,Entire home/apt,136,1,78,2020-01-19,0.96,33,81,7,HUTB-002111
490853,Private Balcony in Sagrada Familia,2426746,Joel Giraldo,Eixample,la Sagrada Família,41.40424,2.17244,Private room,37,1,520,2019-11-27,4.72,4,325,24,
493122,lightful apartment in poblenou,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.4016,2.19424,Private room,30,2,211,2019-09-11,1.89,2,308,18,
496997,Lovely & Elegant Apartment in Eixample 1-2,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,124,3,225,2021-08-22,2.70,34,102,12,HUTB-003827
497545,Delightful & Elegant close to Paseo de Gracia,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,106,3,165,2019-11-23,1.50,34,77,1,HUTB-003826
498416,"Comfy & central, large shared terrace, Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38355,2.17156,Entire home/apt,29,32,9,2012-10-29,0.34,64,277,0,
503765,New and sunny apartment at Sagrada Familia,2484443,Jordi,Eixample,la Dreta de l'Eixample,41.39795,2.17166,Entire home/apt,89,5,87,2021-09-04,1.37,1,53,1,HUTB-005663
507667,Habitación cerca sagrada familia-2,2176121,Rosa María,Eixample,el Fort Pienc,41.39774,2.18218,Private room,60,3,86,2019-06-30,1.00,2,123,0,
508212,Central Atico Apartment with Private Terrace,2504689,Carolina,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15782,Entire home/apt,96,90,71,2020-01-06,1.44,1,112,0,HUTB-003831
510923,Lovely Penthouse in Barcelona,2517389,Sara,Sant Andreu,el Congrés i els Indians,41.42257,2.18047,Entire home/apt,95,20,23,2017-07-07,0.23,2,214,0,HUTB-008605
511739,sfp1 NICE 2 BED ACOMODIS APARTMENT SAGRADA FAMILIA,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40376,2.17292,Entire home/apt,100,1,7,2019-06-22,0.06,128,365,0,
512368,COZY & SUNNY ROOM,1687383,Juanmi,Ciutat Vella,el Raval,41.3757,2.17101,Private room,30,14,42,2018-07-04,0.39,2,355,0,
512666,"bcn-rentals apartment 4, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37779,2.16729,Entire home/apt,119,6,65,2020-02-09,0.64,6,295,1,HUTB-003872
512737,"bcn-rentals apartment 3, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37701,2.16663,Entire home/apt,101,6,22,2019-12-02,0.50,6,324,2,HUTB-003876
513825,Three Bedroom Apartment Sagrada Familia - S3,1093718,Alexey,Eixample,el Fort Pienc,41.40012,2.1756,Entire home/apt,141,2,53,2020-03-01,0.54,10,199,1,HUTB-006895
515230,LuxRent Apartment Num.15,2537484,Enrique,Ciutat Vella,el Raval,41.37949,2.16387,Entire home/apt,52,60,123,2021-03-13,1.18,7,356,1,
515729,Stay close to Sagrada Family temple,2540372,Victor,Eixample,la Sagrada Família,41.40616,2.17619,Private room,93,3,7,2019-05-12,0.17,1,365,0,78064066L
516102,Barcelona International Stop !!!,1332544,Ramon,Eixample,la Nova Esquerra de l'Eixample,41.38002,2.14715,Private room,70,2,61,2019-10-25,0.76,1,70,0,Exempt
516340,Paseo de Gracia/Plaza Catalunya I,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38883,2.16773,Entire home/apt,165,2,64,2018-02-05,0.74,8,340,0,HUTB-005904
517407,Luxury Apartment Sagrada Familia,1093718,Alexey,Eixample,el Fort Pienc,41.4003,2.17502,Entire home/apt,212,2,95,2021-08-22,0.97,10,277,5,HUTB-006817
518247,Ideal apartment in central,2551150,Juan Maria,Eixample,Sant Antoni,41.3763,2.16281,Entire home/apt,135,2,51,2015-11-04,0.47,1,316,0,HUTB002652
519631,Great location 1870´s charming home,1009636,Charles,Eixample,la Dreta de l'Eixample,41.39506,2.17308,Entire home/apt,220,1,438,2020-03-05,4.56,1,318,0,HUTB-006291
520389,Great Design apartment in Barcelona center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,107,3,216,2021-08-27,2.42,34,71,10,HUTB-003825
522705,MODERN FLAT. BARCELONA CENTER,2570705,Pilar,Eixample,la Dreta de l'Eixample,41.39646,2.17132,Entire home/apt,149,4,123,2019-09-08,1.34,1,142,0,HUTB-010903
526016,LOVELY DOUBLE ROOM IN BARCELONA CENTER 1,2585816,Oscar,Eixample,Sant Antoni,41.37806,2.16012,Private room,350,300,151,2020-01-08,2.97,2,0,0,
526094,"Nice, sunny & quite single room in the center",2586242,Gemma,Ciutat Vella,el Raval,41.37639,2.17419,Private room,50,2,43,2019-06-01,0.61,2,262,2,Exempt
527183,HABITACIÓN PLAÇA SANTS,2590800,Rosa,Sants-Montjuïc,Sants,41.37415,2.13315,Private room,31,15,4,2015-09-14,0.05,2,253,0,
528979,Suite con mucho encanto!,2598629,Néstor,Gràcia,la Vila de Gràcia,41.39807,2.15483,Private room,45,2,107,2021-08-06,1.14,3,350,15,
531195,Bright four bedroom apartment with balconies,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,261,3,140,2021-08-25,1.27,4,101,24,HUTB-004986
532775,Comfortable MARQUES apartment,1310304,Luis,Eixample,Sant Antoni,41.37509,2.16272,Entire home/apt,50,30,17,2017-07-03,0.22,64,0,0,HUTB-000036
534550,Bright three bedroom apartment with balconies,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,190,3,60,2021-08-18,0.55,4,90,23,HUTB-002241
536440,Space n'Style Near Sagrada Familia!,2635405,Montserrat,Horta-Guinardó,el Baix Guinardó,41.40987,2.17203,Entire home/apt,127,3,43,2019-06-29,0.50,1,0,0,HUTB-010944
537176,Nice renewed apartament with WiFi (HUTB - 004893),2638282,Fernando,Eixample,Sant Antoni,41.38075,2.15804,Entire home/apt,103,3,372,2021-09-03,3.65,1,249,18,HUTB-004893
543342,Gran Vía Apartment Catalunya square,177617,Joaquin,Eixample,l'Antiga Esquerra de l'Eixample,41.38324,2.15969,Entire home/apt,74,2,236,2021-09-02,2.40,6,103,33,HUTB-005353
545811,Big room with double bed,1606665,Aline,Sant Martí,el Clot,41.40841,2.18686,Private room,40,1,8,2014-04-11,0.07,1,361,0,
548052,"sfp2 2BEDR ""ACOMODIS"" APARTMENT SAGRADA FAMILIA...",1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40263,2.17072,Entire home/apt,100,1,4,2019-09-16,0.10,128,365,0,
548085,"sfa1 A NICE ""ACOMODIS"" PENTHOUSE SAGRADA FAMILIA!!",1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40213,2.17083,Entire home/apt,100,1,2,2014-06-05,0.03,128,365,0,
551378,Luxury apartment near Rambla,2689815,Ricardo,Eixample,l'Antiga Esquerra de l'Eixample,41.39285,2.15657,Entire home/apt,231,2,197,2021-07-04,1.77,1,46,14,HUTB-002109
554299,TODAY'S OFFER ATIC FLAT IN CENTER,1221038,Mar,Ciutat Vella,el Raval,41.37851,2.16803,Entire home/apt,35,32,11,2013-09-20,0.11,1,348,0,Exempt
558366,Single room: morning sun + lots of light in Born,2745490,Bori,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38361,2.18552,Private room,48,3,50,2019-11-13,0.97,2,150,0,
558549,Big Terrace Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39238,2.16702,Private room,55,7,165,2017-06-13,1.50,8,41,0,Exempt
558651,Spacious Apartment Central BCN,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.3878,2.15229,Entire home/apt,275,5,33,2019-08-12,0.38,14,359,0,HUTB-002845
558886,3 bedrooms Apt in Barcelona center,2747795,Stephanie,Eixample,la Nova Esquerra de l'Eixample,41.38214,2.14837,Entire home/apt,75,3,142,2019-11-29,1.62,1,305,6,HUTB-2-2012-0289
559801,COMFORTABLE AND VERY SPACIOUS LARGE,2751629,Andrea,Sant Andreu,Navas,41.4177,2.18694,Private room,20,180,33,2019-10-28,0.33,1,0,0,
563971,APARTAMENT IN BARCELONA CENTRE,2773231,Arama & Jordi,Eixample,Sant Antoni,41.37641,2.15895,Entire home/apt,70,1,496,2021-08-16,4.58,1,285,59,HUTB-001954
564809,UNA HABITACIÓN CON VISTAS,2598629,Néstor,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39748,2.15357,Private room,43,3,68,2021-08-31,0.65,3,348,10,
567962,SUN AND SKY TERRACE-LOFT APART,2794626,Jordi,Sants-Montjuïc,la Bordeta,41.36879,2.13296,Entire home/apt,55,32,27,2014-03-01,0.25,1,323,1,
568129,Nice room in the heart of Barcelona,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,41.38192,2.15563,Private room,46,31,75,2019-10-01,0.74,2,332,3,
568185,Comfortable and centrally  room,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,41.3819,2.15419,Private room,46,3,63,2019-06-24,0.57,2,345,0,
568432,Charming Sunny Room + private terrace- city centre,1809535,Silvia,Eixample,l'Antiga Esquerra de l'Eixample,41.39215,2.15609,Private room,82,32,353,2021-06-24,3.91,2,98,10,Exempt
569610,Pl España (Ask for Barca-Real Madrid Tickets),2700806,Andres,Sants-Montjuïc,Sants,41.37518,2.14026,Entire home/apt,120,4,43,2019-04-22,0.51,1,0,0,HUTB-009546
572646,Comfort Apt. Barceloneta Beach- Min. 32 day stay.,265165,Jarrod,Ciutat Vella,la Barceloneta,41.37877,2.19063,Entire home/apt,42,32,51,2021-09-05,0.53,1,229,4,
573024,Bright shared room in Gran de Gràcia (1),1503151,Laia,Gràcia,la Vila de Gràcia,41.39797,2.15611,Private room,35,30,0,,,30,102,0,
576046,"HABITACIÓN DOBLE,  EDIFICIO 1900, Forum, Sag.Fami",2833463,Josefa,Eixample,la Sagrada Família,41.40315,2.18462,Private room,25,3,49,2018-09-23,1.00,2,154,1,Exempt
577027,Centric Double Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39277,2.1661,Private room,18,5,33,2015-04-04,0.30,8,277,1,Exempt
577865,HAB.DOBLE y LUMINOSA CON AIRE ACON. EN PL.ESPAÑA,2841625,Isabel,Sants-Montjuïc,Hostafrancs,41.37306,2.1422,Private room,40,31,45,2018-07-24,0.70,2,39,0,
578180,Nice room with private bathroom,2843953,July,Sant Martí,el Clot,41.40562,2.18658,Private room,30,7,10,2014-07-29,0.09,1,0,0,
578558,Cal Mateu-Sagrada Familia,2846323,Joan,Eixample,el Fort Pienc,41.3969,2.17842,Entire home/apt,145,3,68,2019-11-29,1.41,1,259,0,HUTB-187185
582364,Spectacular Modern Uptown Duplex,2660281,Maria,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41015,2.14451,Entire home/apt,127,2,364,2021-08-20,3.30,1,238,28,HUTB-008325
584348,New&Nice Beachfront Bcna Apartment,2879377,Joaquim,Sant Martí,el Poblenou,41.399,2.2062,Entire home/apt,235,3,131,2019-12-15,1.52,1,181,0,HUTB-009321
585762,Modern Apartment Close to Passeig de Gracia,1405013,Trove,Eixample,la Dreta de l'Eixample,41.39401011328199,2.171592797243168,Entire home/apt,155,1,45,2021-07-19,1.02,12,313,25,HUTB-004089
587203,sunny place close to the beach!,2895402,Cristina,Sant Martí,el Poblenou,41.40231,2.20085,Private room,16,31,151,2019-09-25,1.48,1,227,6,Exempt
588268,Cool loft style apartment in Sagrada Familia,2738055,Pepo,Eixample,la Sagrada Família,41.40275,2.17698,Entire home/apt,70,5,279,2021-08-08,2.54,1,330,29,HUTB-001726
588996,Renewed apartment at The Eixample (HUTB-003387),2843608,Fernando,Eixample,Sant Antoni,41.37971,2.1575,Entire home/apt,100,3,262,2021-09-08,3.33,1,325,18,HUTB-003387
590503,Cozy apartment  perfect situation - metro & WIFI,6057270,Alex,Eixample,la Dreta de l'Eixample,41.39987,2.17047,Entire home/apt,88,3,498,2021-09-06,4.58,8,2,14,HUTB-006767
594235,Sunny apartment in Gracia,2934588,Aleix Y Alba,Gràcia,la Vila de Gràcia,41.40427,2.15159,Entire home/apt,90,7,138,2019-11-15,1.50,1,0,2,HUTB-007671
594580,New Cozy Penthouse Terrace Apartment,2937042,Eleonora,Gràcia,la Vila de Gràcia,41.40709,2.15523,Entire home/apt,130,1,301,2021-07-30,2.94,1,166,33,HUTB-002444
594965,BEST PRICE ! Beach&CityCnter/New&Confor,2903982,Elisenda,Ciutat Vella,la Barceloneta,41.37518,2.18818,Entire home/apt,31,32,51,2021-08-01,0.48,2,198,3,
597715,Charming flat in Barcelona´s Heart!,2955244,Tania,Gràcia,la Vila de Gràcia,41.40256,2.15325,Entire home/apt,90,3,75,2020-01-15,0.86,1,2,0,HUTB-011187
598329,views apartment,2958781,Carlos,Ciutat Vella,la Barceloneta,41.37597,2.18702,Entire home/apt,211,3,59,2019-08-25,0.60,2,323,3,"01-2012-0568
HUTB-000838"
600590,COSY QUIET front Sagrada Familia! PERFECT LOCATION,1906952,Khris,Eixample,la Sagrada Família,41.40505,2.17259,Private room,41,2,268,2021-09-02,2.79,2,172,4,Exempt
615381,Center P.Univ -P.Catalunya Rambles2,3050422,David,Ciutat Vella,el Raval,41.3848,2.16546,Entire home/apt,89,2,50,2015-07-08,0.45,2,346,2,HUTB-004442
617561,CHARMING 43,3039107,Manuel,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39433,2.14439,Entire home/apt,76,2,129,2021-02-03,1.27,24,239,1,HUTB000973
619728,Atico Sagrada Familia,2439400,KeyBarcelona,Eixample,la Sagrada Família,41.40118,2.17793,Entire home/apt,105,2,65,2021-08-14,0.83,24,137,5,HUTB-000025
621656,The Room in BCN,3081150,Andrea,Sants-Montjuïc,Hostafrancs,41.37287,2.14184,Private room,31,2,158,2019-10-20,2.19,1,308,11,Exempt
626043,"Nice, Lighter and Comfortable Rooms in my Flat",3080717,Leonor,Eixample,el Fort Pienc,41.3933,2.18218,Private room,30,2,96,2021-08-06,0.95,1,337,9,
627394,SINGLE ROOM at modernista flat,2123233,Nicolas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38852,2.17758,Private room,32,5,20,2019-09-15,0.33,5,248,0,
630566,modern sunny Attic with pool&garden close to beach,3134685,Florian,Sant Martí,el Poblenou,41.40618,2.20279,Entire home/apt,168,4,54,2020-02-06,0.51,1,253,0,HUTB-007524
632818,DOUBLE ROOM EN SUITE AT MODERNISTA,2123233,Nicolas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3902,2.17911,Private room,60,32,27,2019-08-15,0.38,5,194,0,
634786,Bcn City Oasis - Arty Apt -  5 ensuite bedrooms,114509,Stevie,Eixample,l'Antiga Esquerra de l'Eixample,41.39078,2.15916,Private room,400,5,1,2018-05-07,0.02,1,85,0,
635339,Habitación con dos camas y terraza privada,3165650,Pili,Eixample,la Dreta de l'Eixample,41.39798,2.16628,Private room,60,3,41,2019-07-23,0.74,2,314,0,HUTB-005150
637232,1,3178074,Natasha,Sant Martí,Sant Martí de Provençals,41.41386,2.19811,Private room,29,2,118,2019-08-13,1.38,2,68,3,
638009,Barcelona/Poblenou: Sun & Culture,3182737,Desirée,Sant Martí,el Parc i la Llacuna del Poblenou,41.40097,2.19302,Private room,30,2,107,2021-07-18,1.24,1,2,18,Exempt
638579,066. Borrell Nice and Big Apartment,396363,Alcambarcelona,Eixample,Sant Antoni,41.38067,2.15847,Entire home/apt,199,3,30,2019-06-27,0.43,98,345,6,HUTB-003389
639137,"14 p, CENTRIC, NEAR SANTS STATION train AIRPORT",1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,41.38496,2.14292,Entire home/apt,186,2,18,2016-05-23,0.18,3,72,0,HUTB-005690
639820,Private Roof Top Sant Antoni,3194412,Cloud5,Eixample,Sant Antoni,41.37751,2.16021,Entire home/apt,119,1,178,2019-11-05,1.63,4,93,1,HUTB-011680
641402,Attic Suite to let  in Barcelona,3204398,Mireia,Sants-Montjuïc,Sants,41.37527,2.13155,Private room,69,4,26,2019-09-03,0.49,2,352,0,Exempt
644378,Charming stylish loft  - Sagrada familia,3224671,Sascha,Horta-Guinardó,el Baix Guinardó,41.40912,2.17005,Entire home/apt,30,80,12,2017-07-30,0.14,1,120,1,Exempt
644534,Habitation ambiente Internacional!,3200533,Morgan,Eixample,la Nova Esquerra de l'Eixample,41.38083,2.15674,Private room,31,30,17,2017-08-29,0.32,3,222,0,
645513,"BEACH ,ATTIC APARTMENT TERRACE !",3041333,Kees,Sant Martí,el Poblenou,41.39698,2.19963,Entire home/apt,110,5,155,2021-08-20,1.44,1,306,5,HUTB-184050
648112,New room  Barcelona city center,3250864,Salas Y Oscar,Eixample,la Nova Esquerra de l'Eixample,41.38107,2.14446,Private room,63,2,6,2014-08-28,0.12,1,0,0,
652294,BONITA HABITACION CON BAÑO,3287071,Nadja,Eixample,la Nova Esquerra de l'Eixample,41.38602,2.14419,Private room,16,32,2,2020-11-01,0.06,2,253,1,
653634,Lovely bedroom with balcony & view!,2747085,Kim,Gràcia,Vallcarca i els Penitents,41.41255,2.14178,Private room,38,2,56,2017-09-28,0.55,1,362,0,
654570,Cozy room in the hearth of Gracia,3292423,Jan,Gràcia,la Vila de Gràcia,41.40674,2.15927,Private room,25,1,0,,,1,46,0,
663096,Gaudi Luxury by Cocoon Barcelona,3348832,Mathieu,Eixample,la Dreta de l'Eixample,41.39025,2.16474,Entire home/apt,183,3,236,2021-09-04,2.81,4,273,19,HUTB-004891
